,track_title,album_title
2480,Waiting,Judas 0: B-Sides and Rarities
2481,Saturnine,Judas 0: B-Sides and Rarities
2482,Rock On,Judas 0: B-Sides and Rarities
2483,Set The Ray To Jerry,Judas 0: B-Sides and Rarities
2484,Winterlong,Judas 0: B-Sides and Rarities
2485,Soot & Stars,Judas 0: B-Sides and Rarities
2486,Blissed & Gone,Judas 0: B-Sides and Rarities
2487,Siva,Rotten Apples: Greatest Hits
2488,Rhinocerous,Rotten Apples: Greatest Hits
2489,Drown,Rotten Apples: Greatest Hits
2490,Cherub Rock,Rotten Apples: Greatest Hits
2491,Today,Rotten Apples: Greatest Hits
2492,Disarm,Rotten Apples: Greatest Hits
2493,Landslide,Rotten Apples: Greatest Hits
2494,Bullet With Butterfly Wings,Rotten Apples: Greatest Hits
2495,1979,Rotten Apples: Greatest Hits
2496,Zero,Rotten Apples: Greatest Hits
2497,"Tonight, Tonight",Rotten Apples: Greatest Hits
2498,Eye,Rotten Apples: Greatest Hits
2499,Ava Adore,Rotten Apples: Greatest Hits
2500,Perfect,Rotten Apples: Greatest Hits
2501,The Everlasting Gaze,Rotten Apples: Greatest Hits
2502,Stand Inside Your Love,Rotten Apples: Greatest Hits
2503,Real Love,Rotten Apples: Greatest Hits
2504,[Untitled],Rotten Apples: Greatest Hits
2505,Nothing To Say,A-Sides
2506,Flower,A-Sides
2507,Loud Love,A-Sides
2508,Hands All Over,A-Sides
2509,Get On The Snake,A-Sides
2510,Jesus Christ Pose,A-Sides
2511,Outshined,A-Sides
2512,Rusty Cage,A-Sides
2513,Spoonman,A-Sides
2514,The Day I Tried To Live,A-Sides
2515,Black Hole Sun,A-Sides
2516,Fell On Black Days,A-Sides
2517,Pretty Noose,A-Sides
2518,Burden In My Hand,A-Sides
2519,Blow Up The Outside World,A-Sides
2520,Ty Cobb,A-Sides
2521,Bleed Together,A-Sides
2522,Morning Dance,Morning Dance
2523,Jubilee,Morning Dance
2524,Rasul,Morning Dance
2525,Song For Lorraine,Morning Dance
2526,Starburst,Morning Dance
2527,Heliopolis,Morning Dance
2528,It Doesn't Matter,Morning Dance
2529,Little Linda,Morning Dance
2530,End Of Romanticism,Morning Dance
2531,The House Is Rockin',In Step
2532,Crossfire,In Step
2533,Tightrope,In Step
2534,Let Me Love You Baby,In Step
2535,Leave My Girl Alone,In Step
2536,Travis Walk,In Step
2537,Wall Of Denial,In Step
2538,Scratch-N-Sniff,In Step
2539,Love Me Darlin',In Step
2540,Riviera Paradise,In Step
2541,Dead And Bloated,Core
2542,Sex Type Thing,Core
2543,Wicked Garden,Core
2544,No Memory,Core
2545,Sin,Core
2546,Naked Sunday,Core
2547,Creep,Core
2548,Piece Of Pie,Core
2549,Plush,Core
2550,Wet My Bed,Core
2551,Crackerman,Core
2552,Where The River Goes,Core
2553,Soldier Side - Intro,Mezmerize
2554,B.Y.O.B.,Mezmerize
2555,Revenga,Mezmerize
2556,Cigaro,Mezmerize
2557,Radio/Video,Mezmerize
2558,This Cocaine Makes Me Feel Like I'm On This Song,Mezmerize
2559,Violent Pornography,Mezmerize
2560,Question!,Mezmerize
2561,Sad Statue,Mezmerize
2562,Old School Hollywood,Mezmerize
2563,Lost in Hollywood,Mezmerize
2564,The Sun Road,[1997] Black Light Syndrome
2565,Dark Corners,[1997] Black Light Syndrome
2566,Duende,[1997] Black Light Syndrome
2567,Black Light Syndrome,[1997] Black Light Syndrome
2568,Falling in Circles,[1997] Black Light Syndrome
2569,Book of Hours,[1997] Black Light Syndrome
2570,Chaos-Control,[1997] Black Light Syndrome
2571,Midnight From The Inside Out,Live [Disc 1]
2572,Sting Me,Live [Disc 1]
2573,Thick & Thin,Live [Disc 1]
2574,Greasy Grass River,Live [Disc 1]
2575,Sometimes Salvation,Live [Disc 1]
2576,Cursed Diamonds,Live [Disc 1]
2577,Miracle To Me,Live [Disc 1]
2578,Wiser Time,Live [Disc 1]
2579,Girl From A Pawnshop,Live [Disc 1]
2580,Cosmic Fiend,Live [Disc 1]
2581,Black Moon Creeping,Live [Disc 2]
2582,High Head Blues,Live [Disc 2]
2583,Title Song,Live [Disc 2]
2584,She Talks To Angels,Live [Disc 2]
2585,Twice As Hard,Live [Disc 2]
2586,Lickin',Live [Disc 2]
2587,Soul Singing,Live [Disc 2]
2588,Hard To Handle,Live [Disc 2]
2589,Remedy,Live [Disc 2]
2590,White Riot,The Singles
2591,Remote Control,The Singles
2592,Complete Control,The Singles
2593,Clash City Rockers,The Singles
2594,(White Man) In Hammersmith Palais,The Singles
2595,Tommy Gun,The Singles
2596,English Civil War,The Singles
2597,I Fought The Law,The Singles
2598,London Calling,The Singles
2599,Train In Vain,The Singles
2600,Bankrobber,The Singles
2601,The Call Up,The Singles
2602,Hitsville UK,The Singles
2603,The Magnificent Seven,The Singles
2604,This Is Radio Clash,The Singles
2605,Know Your Rights,The Singles
2606,Rock The Casbah,The Singles
2607,Should I Stay Or Should I Go,The Singles
2608,War (The Process),Beyond Good And Evil
2609,The Saint,Beyond Good And Evil
2610,Rise,Beyond Good And Evil
2611,Take The Power,Beyond Good And Evil
2612,Breathe,Beyond Good And Evil
2613,Nico,Beyond Good And Evil
2614,American Gothic,Beyond Good And Evil
2615,Ashes And Ghosts,Beyond Good And Evil
2616,Shape The Sky,Beyond Good And Evil
2617,Speed Of Light,Beyond Good And Evil
2618,True Believers,Beyond Good And Evil
2619,My Bridges Burn,Beyond Good And Evil
2620,She Sells Sanctuary,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2621,Fire Woman,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2622,Lil' Evil,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2623,Spirit Walker,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2624,The Witch,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2625,Revolution,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2626,Wild Hearted Son,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2627,Love Removal Machine,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2628,Rain,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2629,Edie (Ciao Baby),"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2630,Heart Of Soul,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2631,Love,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2632,Wild Flower,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2633,Go West,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2634,Resurrection Joe,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2635,Sun King,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2636,Sweet Soul Sister,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2637,Earth Mofo,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
2638,Break on Through,The Doors
2639,Soul Kitchen,The Doors
2640,The Crystal Ship,The Doors
2641,Twentienth Century Fox,The Doors
2642,Alabama Song,The Doors
2643,Light My Fire,The Doors
2644,Back Door Man,The Doors
2645,I Looked At You,The Doors
2646,End Of The Night,The Doors
2647,Take It As It Comes,The Doors
2648,The End,The Doors
2649,Roxanne,The Police Greatest Hits
2650,Can't Stand Losing You,The Police Greatest Hits
2651,Message in a Bottle,The Police Greatest Hits
2652,Walking on the Moon,The Police Greatest Hits
2653,Don't Stand so Close to Me,The Police Greatest Hits
2654,"De Do Do Do, De Da Da Da",The Police Greatest Hits
2655,Every Little Thing She Does is Magic,The Police Greatest Hits
2656,Invisible Sun,The Police Greatest Hits
2657,Spirit's in the Material World,The Police Greatest Hits
2658,Every Breath You Take,The Police Greatest Hits
2659,King Of Pain,The Police Greatest Hits
2660,Wrapped Around Your Finger,The Police Greatest Hits
2661,Don't Stand So Close to Me '86,The Police Greatest Hits
2662,Message in a Bottle (new classic rock mix),The Police Greatest Hits
2663,Time Is On My Side,"Hot Rocks, 1964-1971 (Disc 1)"
2664,Heart Of Stone,"Hot Rocks, 1964-1971 (Disc 1)"
2665,Play With Fire,"Hot Rocks, 1964-1971 (Disc 1)"
2666,Satisfaction,"Hot Rocks, 1964-1971 (Disc 1)"
2667,As Tears Go By,"Hot Rocks, 1964-1971 (Disc 1)"
2668,Get Off Of My Cloud,"Hot Rocks, 1964-1971 (Disc 1)"
2669,Mother's Little Helper,"Hot Rocks, 1964-1971 (Disc 1)"
2670,19th Nervous Breakdown,"Hot Rocks, 1964-1971 (Disc 1)"
2671,Paint It Black,"Hot Rocks, 1964-1971 (Disc 1)"
2672,Under My Thumb,"Hot Rocks, 1964-1971 (Disc 1)"
2673,Ruby Tuesday,"Hot Rocks, 1964-1971 (Disc 1)"
2674,Let's Spend The Night Together,"Hot Rocks, 1964-1971 (Disc 1)"
2675,Intro,No Security
2676,You Got Me Rocking,No Security
2677,Gimmie Shelters,No Security
2678,Flip The Switch,No Security
2679,Memory Motel,No Security
2680,Corinna,No Security
2681,Saint Of Me,No Security
2682,Wainting On A Friend,No Security
2683,Sister Morphine,No Security
2684,Live With Me,No Security
2685,Respectable,No Security
2686,Thief In The Night,No Security
2687,The Last Time,No Security
2688,Out Of Control,No Security
2689,Love Is Strong,Voodoo Lounge
2690,You Got Me Rocking,Voodoo Lounge
2691,Sparks Will Fly,Voodoo Lounge
2692,The Worst,Voodoo Lounge
2693,New Faces,Voodoo Lounge
2694,Moon Is Up,Voodoo Lounge
2695,Out Of Tears,Voodoo Lounge
2696,I Go Wild,Voodoo Lounge
2697,Brand New Car,Voodoo Lounge
2698,Sweethearts Together,Voodoo Lounge
2699,Suck On The Jugular,Voodoo Lounge
2700,Blinded By Rainbows,Voodoo Lounge
2701,Baby Break It Down,Voodoo Lounge
2702,Thru And Thru,Voodoo Lounge
2703,Mean Disposition,Voodoo Lounge
2704,Walking Wounded,Tangents
2705,Temptation,Tangents
2706,The Messenger,Tangents
2707,Psychopomp,Tangents
2708,Sister Awake,Tangents
2709,The Bazaar,Tangents
2710,Save Me (Remix),Tangents
2711,Fire In The Head,Tangents
2712,Release,Tangents
2713,Heaven Coming Down,Tangents
2714,The River (Remix),Tangents
2715,Babylon,Tangents
2716,Waiting On A Sign,Tangents
2717,Life Line,Tangents
2718,Paint It Black,Tangents
2719,Temptation,Transmission
2720,Army Ants,Transmission
2721,Psychopomp,Transmission
2722,Gyroscope,Transmission
2723,Alarum,Transmission
2724,Release,Transmission
2725,Transmission,Transmission
2726,Babylon,Transmission
2727,Pulse,Transmission
2728,Emerald,Transmission
2729,Aftermath,Transmission
2730,I Can't Explain,My Generation - The Very Best Of The Who
2731,"Anyway, Anyhow, Anywhere",My Generation - The Very Best Of The Who
2732,My Generation,My Generation - The Very Best Of The Who
2733,Substitute,My Generation - The Very Best Of The Who
2734,I'm A Boy,My Generation - The Very Best Of The Who
2735,Boris The Spider,My Generation - The Very Best Of The Who
2736,Happy Jack,My Generation - The Very Best Of The Who
2737,Pictures Of Lily,My Generation - The Very Best Of The Who
2738,I Can See For Miles,My Generation - The Very Best Of The Who
2739,Magic Bus,My Generation - The Very Best Of The Who
2740,Pinball Wizard,My Generation - The Very Best Of The Who
2741,The Seeker,My Generation - The Very Best Of The Who
2742,Baba O'Riley,My Generation - The Very Best Of The Who
2743,Won't Get Fooled Again (Full Length Version),My Generation - The Very Best Of The Who
2744,Let's See Action,My Generation - The Very Best Of The Who
2745,5.15,My Generation - The Very Best Of The Who
2746,Join Together,My Generation - The Very Best Of The Who
2747,Squeeze Box,My Generation - The Very Best Of The Who
2748,Who Are You (Single Edit Version),My Generation - The Very Best Of The Who
2749,You Better You Bet,My Generation - The Very Best Of The Who
2750,Primavera,Serie Sem Limite (Disc 1)
2751,Chocolate,Serie Sem Limite (Disc 1)
2752,Azul Da Cor Do Mar,Serie Sem Limite (Disc 1)
2753,O Descobridor Dos Sete Mares,Serie Sem Limite (Disc 1)
2754,Até Que Enfim Encontrei Você,Serie Sem Limite (Disc 1)
2755,Coroné Antonio Bento,Serie Sem Limite (Disc 1)
2756,New Love,Serie Sem Limite (Disc 1)
2757,Não Vou Ficar,Serie Sem Limite (Disc 1)
2758,Música No Ar,Serie Sem Limite (Disc 1)
2759,Salve Nossa Senhora,Serie Sem Limite (Disc 1)
2760,Você Fugiu,Serie Sem Limite (Disc 1)
2761,Cristina Nº 2,Serie Sem Limite (Disc 1)
2762,Compadre,Serie Sem Limite (Disc 1)
2763,Over Again,Serie Sem Limite (Disc 1)
2764,Réu Confesso,Serie Sem Limite (Disc 1)
2765,O Que Me Importa,Serie Sem Limite (Disc 2)
2766,Gostava Tanto De Você,Serie Sem Limite (Disc 2)
2767,Você,Serie Sem Limite (Disc 2)
2768,Não Quero Dinheiro,Serie Sem Limite (Disc 2)
2769,Eu Amo Você,Serie Sem Limite (Disc 2)
2770,A Festa Do Santo Reis,Serie Sem Limite (Disc 2)
2771,I Don't Know What To Do With Myself,Serie Sem Limite (Disc 2)
2772,Padre Cícero,Serie Sem Limite (Disc 2)
2773,Nosso Adeus,Serie Sem Limite (Disc 2)
2774,Canário Do Reino,Serie Sem Limite (Disc 2)
2775,Preciso Ser Amado,Serie Sem Limite (Disc 2)
2776,Balanço,Serie Sem Limite (Disc 2)
2777,Preciso Aprender A Ser Só,Serie Sem Limite (Disc 2)
2778,Esta É A Canção,Serie Sem Limite (Disc 2)
2779,Formigueiro,Serie Sem Limite (Disc 2)
2780,Comida,Acústico
2781,Go Back,Acústico
2782,Prá Dizer Adeus,Acústico
2783,Família,Acústico
2784,Os Cegos Do Castelo,Acústico
2785,O Pulso,Acústico
2786,Marvin,Acústico
2787,Nem 5 Minutos Guardados,Acústico
2788,Flores,Acústico
2789,Palavras,Acústico
2790,Hereditário,Acústico
2791,A Melhor Forma,Acústico
2792,Cabeça Dinossauro,Acústico
2793,32 Dentes,Acústico
2794,Bichos Escrotos (Vinheta),Acústico
2795,Não Vou Lutar,Acústico
2796,Homem Primata (Vinheta),Acústico
2797,Homem Primata,Acústico
2798,Polícia (Vinheta),Acústico
2799,Querem Meu Sangue,Acústico
2800,Diversão,Acústico
2801,Televisão,Acústico
2802,Sonifera Ilha,Volume Dois
2803,Lugar Nenhum,Volume Dois
2804,Sua Impossivel Chance,Volume Dois
2805,Desordem,Volume Dois
2806,Não Vou Me Adaptar,Volume Dois
2807,Domingo,Volume Dois
2808,Amanhã Não Se Sabe,Volume Dois
2809,Caras Como Eu,Volume Dois
2810,Senhora E Senhor,Volume Dois
2811,Era Uma Vez,Volume Dois
2812,Miséria,Volume Dois
2813,Insensível,Volume Dois
2814,Eu E Ela,Volume Dois
2815,Toda Cor,Volume Dois
2816,É Preciso Saber Viver,Volume Dois
2817,Senhor Delegado/Eu Não Aguento,Volume Dois
2818,Battlestar Galactica: The Story So Far,Battlestar Galactica: The Story So Far
2819,Occupation / Precipice,"Battlestar Galactica, Season 3"
2820,"Exodus, Pt. 1","Battlestar Galactica, Season 3"
2821,"Exodus, Pt. 2","Battlestar Galactica, Season 3"
2822,Collaborators,"Battlestar Galactica, Season 3"
2823,Torn,"Battlestar Galactica, Season 3"
2824,A Measure of Salvation,"Battlestar Galactica, Season 3"
2825,Hero,"Battlestar Galactica, Season 3"
2826,Unfinished Business,"Battlestar Galactica, Season 3"
2827,The Passage,"Battlestar Galactica, Season 3"
2828,The Eye of Jupiter,"Battlestar Galactica, Season 3"
2829,Rapture,"Battlestar Galactica, Season 3"
2830,Taking a Break from All Your Worries,"Battlestar Galactica, Season 3"
2831,The Woman King,"Battlestar Galactica, Season 3"
2832,A Day In the Life,"Battlestar Galactica, Season 3"
2833,Dirty Hands,"Battlestar Galactica, Season 3"
2834,Maelstrom,"Battlestar Galactica, Season 3"
2835,The Son Also Rises,"Battlestar Galactica, Season 3"
2836,"Crossroads, Pt. 1","Battlestar Galactica, Season 3"
2837,"Crossroads, Pt. 2","Battlestar Galactica, Season 3"
2838,Genesis,"Heroes, Season 1"
2839,Don't Look Back,"Heroes, Season 1"
2840,One Giant Leap,"Heroes, Season 1"
2841,Collision,"Heroes, Season 1"
2842,Hiros,"Heroes, Season 1"
2843,Better Halves,"Heroes, Season 1"
2844,Nothing to Hide,"Heroes, Season 1"
2845,Seven Minutes to Midnight,"Heroes, Season 1"
2846,Homecoming,"Heroes, Season 1"
2847,Six Months Ago,"Heroes, Season 1"
2848,Fallout,"Heroes, Season 1"
2849,The Fix,"Heroes, Season 1"
2850,Distractions,"Heroes, Season 1"
2851,Run!,"Heroes, Season 1"
2852,Unexpected,"Heroes, Season 1"
2853,Company Man,"Heroes, Season 1"
2854,Company Man,"Heroes, Season 1"
2855,Parasite,"Heroes, Season 1"
2856,A Tale of Two Cities,"Lost, Season 3"
2857,"Lost (Pilot, Part 1) [Premiere]","Lost, Season 1"
2858,"Man of Science, Man of Faith (Premiere)","Lost, Season 2"
2859,Adrift,"Lost, Season 2"
2860,"Lost (Pilot, Part 2)","Lost, Season 1"
2861,The Glass Ballerina,"Lost, Season 3"
2862,Further Instructions,"Lost, Season 3"
2863,Orientation,"Lost, Season 2"
2864,Tabula Rasa,"Lost, Season 1"
2865,Every Man for Himself,"Lost, Season 3"
2866,Everybody Hates Hugo,"Lost, Season 2"
2867,Walkabout,"Lost, Season 1"
2868,...And Found,"Lost, Season 2"
2869,The Cost of Living,"Lost, Season 3"
2870,White Rabbit,"Lost, Season 1"
2871,Abandoned,"Lost, Season 2"
2872,House of the Rising Sun,"Lost, Season 1"
2873,I Do,"Lost, Season 3"
2874,Not In Portland,"Lost, Season 3"
2875,Not In Portland,"Lost, Season 3"
2876,The Moth,"Lost, Season 1"
2877,The Other 48 Days,"Lost, Season 2"
2878,Collision,"Lost, Season 2"
2879,Confidence Man,"Lost, Season 1"
2880,Flashes Before Your Eyes,"Lost, Season 3"
2881,Lost Survival Guide,"Lost, Season 3"
2882,Solitary,"Lost, Season 1"
2883,What Kate Did,"Lost, Season 2"
2884,Raised By Another,"Lost, Season 1"
2885,Stranger In a Strange Land,"Lost, Season 3"
2886,The 23rd Psalm,"Lost, Season 2"
2887,All the Best Cowboys Have Daddy Issues,"Lost, Season 1"
2888,The Hunting Party,"Lost, Season 2"
2889,Tricia Tanaka Is Dead,"Lost, Season 3"
2890,Enter 77,"Lost, Season 3"
2891,Fire + Water,"Lost, Season 2"
2892,Whatever the Case May Be,"Lost, Season 1"
2893,Hearts and Minds,"Lost, Season 1"
2894,Par Avion,"Lost, Season 3"
2895,The Long Con,"Lost, Season 2"
2896,One of Them,"Lost, Season 2"
2897,Special,"Lost, Season 1"
2898,The Man from Tallahassee,"Lost, Season 3"
2899,Exposé,"Lost, Season 3"
2900,Homecoming,"Lost, Season 1"
2901,Maternity Leave,"Lost, Season 2"
2902,Left Behind,"Lost, Season 3"
2903,Outlaws,"Lost, Season 1"
2904,The Whole Truth,"Lost, Season 2"
2905,...In Translation,"Lost, Season 1"
2906,Lockdown,"Lost, Season 2"
2907,One of Us,"Lost, Season 3"
2908,Catch-22,"Lost, Season 3"
2909,Dave,"Lost, Season 2"
2910,Numbers,"Lost, Season 1"
2911,D.O.C.,"Lost, Season 3"
2912,Deus Ex Machina,"Lost, Season 1"
2913,S.O.S.,"Lost, Season 2"
2914,Do No Harm,"Lost, Season 1"
2915,Two for the Road,"Lost, Season 2"
2916,The Greater Good,"Lost, Season 1"
2917,"""?""","Lost, Season 2"
2918,Born to Run,"Lost, Season 1"
2919,Three Minutes,"Lost, Season 2"
2920,Exodus (Part 1),"Lost, Season 1"
2921,"Live Together, Die Alone, Pt. 1","Lost, Season 2"
2922,Exodus (Part 2) [Season Finale],"Lost, Season 1"
2923,"Live Together, Die Alone, Pt. 2","Lost, Season 2"
2924,Exodus (Part 3) [Season Finale],"Lost, Season 1"
2925,Zoo Station,Achtung Baby
2926,Even Better Than The Real Thing,Achtung Baby
2927,One,Achtung Baby
2928,Until The End Of The World,Achtung Baby
2929,Who's Gonna Ride Your Wild Horses,Achtung Baby
2930,So Cruel,Achtung Baby
2931,The Fly,Achtung Baby
2932,Mysterious Ways,Achtung Baby
2933,Tryin' To Throw Your Arms Around The World,Achtung Baby
2934,Ultraviolet (Light My Way),Achtung Baby
2935,Acrobat,Achtung Baby
2936,Love Is Blindness,Achtung Baby
2937,Beautiful Day,All That You Can't Leave Behind
2938,Stuck In A Moment You Can't Get Out Of,All That You Can't Leave Behind
2939,Elevation,All That You Can't Leave Behind
2940,Walk On,All That You Can't Leave Behind
2941,Kite,All That You Can't Leave Behind
2942,In A Little While,All That You Can't Leave Behind
2943,Wild Honey,All That You Can't Leave Behind
2944,Peace On Earth,All That You Can't Leave Behind
2945,When I Look At The World,All That You Can't Leave Behind
2946,New York,All That You Can't Leave Behind
2947,Grace,All That You Can't Leave Behind
2948,The Three Sunrises,B-Sides 1980-1990
2949,Spanish Eyes,B-Sides 1980-1990
2950,Sweetest Thing,B-Sides 1980-1990
2951,Love Comes Tumbling,B-Sides 1980-1990
2952,Bass Trap,B-Sides 1980-1990
2953,Dancing Barefoot,B-Sides 1980-1990
2954,Everlasting Love,B-Sides 1980-1990
2955,Unchained Melody,B-Sides 1980-1990
2956,Walk To The Water,B-Sides 1980-1990
2957,Luminous Times (Hold On To Love),B-Sides 1980-1990
2958,Hallelujah Here She Comes,B-Sides 1980-1990
2959,Silver And Gold,B-Sides 1980-1990
2960,Endless Deep,B-Sides 1980-1990
2961,A Room At The Heartbreak Hotel,B-Sides 1980-1990
2962,"Trash, Trampoline And The Party Girl",B-Sides 1980-1990
2963,Vertigo,How To Dismantle An Atomic Bomb
2964,Miracle Drug,How To Dismantle An Atomic Bomb
2965,Sometimes You Can't Make It On Your Own,How To Dismantle An Atomic Bomb
2966,Love And Peace Or Else,How To Dismantle An Atomic Bomb
2967,City Of Blinding Lights,How To Dismantle An Atomic Bomb
2968,All Because Of You,How To Dismantle An Atomic Bomb
2969,A Man And A Woman,How To Dismantle An Atomic Bomb
2970,Crumbs From Your Table,How To Dismantle An Atomic Bomb
2971,One Step Closer,How To Dismantle An Atomic Bomb
2972,Original Of The Species,How To Dismantle An Atomic Bomb
2973,Yahweh,How To Dismantle An Atomic Bomb
2974,Discotheque,Pop
2975,Do You Feel Loved,Pop
2976,Mofo,Pop
2977,If God Will Send His Angels,Pop
2978,Staring At The Sun,Pop
2979,Last Night On Earth,Pop
2980,Gone,Pop
2981,Miami,Pop
2982,The Playboy Mansion,Pop
2983,If You Wear That Velvet Dress,Pop
2984,Please,Pop
2985,Wake Up Dead Man,Pop
2986,Helter Skelter,Rattle And Hum
2987,Van Diemen's Land,Rattle And Hum
2988,Desire,Rattle And Hum
2989,Hawkmoon 269,Rattle And Hum
2990,All Along The Watchtower,Rattle And Hum
2991,I Still Haven't Found What I'm Looking for,Rattle And Hum
2992,Freedom For My People,Rattle And Hum
2993,Silver And Gold,Rattle And Hum
2994,Pride (In The Name Of Love),Rattle And Hum
2995,Angel Of Harlem,Rattle And Hum
2996,Love Rescue Me,Rattle And Hum
2997,When Love Comes To Town,Rattle And Hum
2998,Heartland,Rattle And Hum
2999,God Part II,Rattle And Hum
3000,The Star Spangled Banner,Rattle And Hum
3001,Bullet The Blue Sky,Rattle And Hum
3002,All I Want Is You,Rattle And Hum
3003,Pride (In The Name Of Love),The Best Of 1980-1990
3004,New Year's Day,The Best Of 1980-1990
3005,With Or Without You,The Best Of 1980-1990
3006,I Still Haven't Found What I'm Looking For,The Best Of 1980-1990
3007,Sunday Bloody Sunday,The Best Of 1980-1990
3008,Bad,The Best Of 1980-1990
3009,Where The Streets Have No Name,The Best Of 1980-1990
3010,I Will Follow,The Best Of 1980-1990
3011,The Unforgettable Fire,The Best Of 1980-1990
3012,Sweetest Thing,The Best Of 1980-1990
3013,Desire,The Best Of 1980-1990
3014,When Love Comes To Town,The Best Of 1980-1990
3015,Angel Of Harlem,The Best Of 1980-1990
3016,All I Want Is You,The Best Of 1980-1990
3017,Sunday Bloody Sunday,War
3018,Seconds,War
3019,New Year's Day,War
3020,Like A Song...,War
3021,Drowning Man,War
3022,The Refugee,War
3023,Two Hearts Beat As One,War
3024,Red Light,War
3025,Surrender,War
3026,"""40""",War
3027,Zooropa,Zooropa
3028,Babyface,Zooropa
3029,Numb,Zooropa
3030,Lemon,Zooropa
3031,"Stay (Faraway, So Close!)",Zooropa
3032,Daddy's Gonna Pay For Your Crashed Car,Zooropa
3033,Some Days Are Better Than Others,Zooropa
3034,The First Time,Zooropa
3035,Dirty Day,Zooropa
3036,The Wanderer,Zooropa
3037,Breakfast In Bed,UB40 The Best Of - Volume Two [UK]
3038,Where Did I Go Wrong,UB40 The Best Of - Volume Two [UK]
3039,I Would Do For You,UB40 The Best Of - Volume Two [UK]
3040,Homely Girl,UB40 The Best Of - Volume Two [UK]
3041,Here I Am (Come And Take Me),UB40 The Best Of - Volume Two [UK]
3042,Kingston Town,UB40 The Best Of - Volume Two [UK]
3043,Wear You To The Ball,UB40 The Best Of - Volume Two [UK]
3044,(I Can't Help) Falling In Love With You,UB40 The Best Of - Volume Two [UK]
3045,Higher Ground,UB40 The Best Of - Volume Two [UK]
3046,Bring Me Your Cup,UB40 The Best Of - Volume Two [UK]
3047,C'est La Vie,UB40 The Best Of - Volume Two [UK]
3048,Reggae Music,UB40 The Best Of - Volume Two [UK]
3049,Superstition,UB40 The Best Of - Volume Two [UK]
3050,Until My Dying Day,UB40 The Best Of - Volume Two [UK]
3051,Where Have All The Good Times Gone?,Diver Down
3052,Hang 'Em High,Diver Down
3053,Cathedral,Diver Down
3054,Secrets,Diver Down
3055,Intruder,Diver Down
3056,(Oh) Pretty Woman,Diver Down
3057,Dancing In The Street,Diver Down
3058,Little Guitars (Intro),Diver Down
3059,Little Guitars,Diver Down
3060,Big Bad Bill (Is Sweet William Now),Diver Down
3061,The Full Bug,Diver Down
3062,Happy Trails,Diver Down
3063,Eruption,"The Best Of Van Halen, Vol. I"
3064,Ain't Talkin' 'bout Love,"The Best Of Van Halen, Vol. I"
3065,Runnin' With The Devil,"The Best Of Van Halen, Vol. I"
3066,Dance the Night Away,"The Best Of Van Halen, Vol. I"
3067,And the Cradle Will Rock...,"The Best Of Van Halen, Vol. I"
3068,Unchained,"The Best Of Van Halen, Vol. I"
3069,Jump,"The Best Of Van Halen, Vol. I"
3070,Panama,"The Best Of Van Halen, Vol. I"
3071,Why Can't This Be Love,"The Best Of Van Halen, Vol. I"
3072,Dreams,"The Best Of Van Halen, Vol. I"
3073,When It's Love,"The Best Of Van Halen, Vol. I"
3074,Poundcake,"The Best Of Van Halen, Vol. I"
3075,Right Now,"The Best Of Van Halen, Vol. I"
3076,Can't Stop Loving You,"The Best Of Van Halen, Vol. I"
3077,Humans Being,"The Best Of Van Halen, Vol. I"
3078,Can't Get This Stuff No More,"The Best Of Van Halen, Vol. I"
3079,Me Wise Magic,"The Best Of Van Halen, Vol. I"
3080,Runnin' With The Devil,Van Halen
3081,Eruption,Van Halen
3082,You Really Got Me,Van Halen
3083,Ain't Talkin' 'Bout Love,Van Halen
3084,I'm The One,Van Halen
3085,Jamie's Cryin',Van Halen
3086,Atomic Punk,Van Halen
3087,Feel Your Love Tonight,Van Halen
3088,Little Dreamer,Van Halen
3089,Ice Cream Man,Van Halen
